"EST","DTO","MUN","SECC","date","est.punt","cota.inf","cota.sup"
"19","12","32","845",2028-01-01,22626.3786789134,21763.0937207955,23489.6636370314
"19","12","32","845",2028-02-01,22684.9485636115,21819.9713104763,23549.9258167467
"19","12","32","845",2028-03-01,22743.5184483096,21876.8401090319,23610.1967875872
"19","12","32","845",2028-04-01,22802.0883330076,21933.7001681253,23670.47649789
"19","12","32","845",2028-05-01,22860.6582177057,21990.5515392774,23730.764896134
"19","12","32","845",2028-06-01,22919.2281024038,22047.3942738639,23791.0619309436
"19","12","32","845",2028-07-01,22977.7979871018,22104.2284231114,23851.3675510922
"19","12","32","845",2028-08-01,23036.3678717999,22161.0540380937,23911.6817055061
"19","12","32","845",2028-09-01,23094.937756498,22217.8711697284,23972.0043432675
"19","12","32","845",2028-10-01,23153.507641196,22274.6798687737,24032.3354136183
"19","12","32","845",2028-11-01,23212.0775258941,22331.4801858249,24092.6748659633
"19","12","32","845",2028-12-01,23270.6474105921,22388.2721713111,24153.0226498732
"19","12","32","845",2029-01-01,23329.2172952902,22445.0558754925,24213.3787150879
"19","12","32","845",2029-02-01,23387.7871799883,22501.8313484571,24273.7430115195
"19","12","32","845",2029-03-01,23446.3570646863,22558.5986401176,24334.1154892551
"19","12","32","845",2029-04-01,23504.9269493844,22615.3578002092,24394.4960985596
"19","12","32","845",2029-05-01,23563.4968340825,22672.108878286,24454.8847898789
"19","12","32","845",2029-06-01,23622.0667187805,22728.851923719,24515.281513842
"19","12","32","845",2029-07-01,23680.6366034786,22785.5869856933,24575.6862212639
"19","12","32","845",2029-08-01,23739.2064881767,22842.3141132055,24636.0988631479
"19","12","32","845",2029-09-01,23797.7763728747,22899.0333550613,24696.5193906882
"19","12","32","845",2029-10-01,23856.3462575728,22955.7447598733,24756.9477552723
"19","12","32","845",2029-11-01,23914.9161422709,23012.4483760589,24817.3839084828
"19","12","32","845",2029-12-01,23973.4860269689,23069.1442518375,24877.8278021003
"19","12","32","845",2030-01-01,24032.055911667,23125.8324352292,24938.2793881048
"19","12","32","845",2030-02-01,24090.6257963651,23182.512974052,24998.7386186781
"19","12","32","845",2030-03-01,24149.1956810631,23239.1859159206,25059.2054462057
"19","12","32","845",2030-04-01,24207.7655657612,23295.8513082439,25119.6798232785
"19","12","32","845",2030-05-01,24266.3354504593,23352.5091982237,25180.1617026948
"19","12","32","845",2030-06-01,24324.9053351573,23409.1596328526,25240.651037462
"19","12","32","845",2030-07-01,24383.4752198554,23465.8026589127,25301.1477807981
"23","1","8","875",2020-01-01,26240.1470588235,22788.7697654052,29691.5243522419
"23","1","8","875",2020-02-01,26588.1009575923,23133.9248714772,30042.2770437075
"23","1","8","875",2020-03-01,26936.0548563611,23479.0179821019,30393.0917306204
"23","1","8","875",2020-04-01,27284.00875513,23824.0492510578,30743.9682592021
"23","1","8","875",2020-05-01,27631.9626538988,24169.0188349229,31094.9064728746
"23","1","8","875",2020-06-01,27979.9165526676,24513.9268930351,31445.9062123
"23","1","8","875",2020-07-01,28327.8704514364,24858.7735874518,31796.967315421
"23","1","8","875",2020-08-01,28675.8243502052,25203.5590829094,32148.089617501
"23","1","8","875",2020-09-01,29023.778248974,25548.2835467823,32499.2729511657
"23","1","8","875",2020-10-01,29371.7321477428,25892.9471490416,32850.5171464441
"23","1","8","875",2020-11-01,29719.6860465116,26237.5500622129,33201.8220308103
"23","1","8","875",2020-12-01,30067.6399452804,26582.0924613349,33553.187429226
"23","1","8","875",2021-01-01,30415.5938440492,26926.574523916,33904.6131641825
"23","1","8","875",2021-02-01,30763.5477428181,27270.9964298923,34256.0990557438
"23","1","8","875",2021-03-01,31111.5016415869,27615.3583615841,34607.6449215897
"23","1","8","875",2021-04-01,31459.4555403557,27959.6605036528,34959.2505770586
"23","1","8","875",2021-05-01,31807.4094391245,28303.9030430572,35310.9158351918
"23","1","8","875",2021-06-01,32155.3633378933,28648.0861690098,35662.6405067768
"23","1","8","875",2021-07-01,32503.3172366621,28992.2100729329,36014.4244003913
"23","1","8","875",2021-08-01,32851.2711354309,29336.2749484142,36366.2673224477
"23","1","8","875",2021-09-01,33199.2250341997,29680.2809911626,36718.1690772369
"23","1","8","875",2021-10-01,33547.1789329685,30024.2283989639,37070.1294669732
"23","1","8","875",2021-11-01,33895.1328317373,30368.1173716361,37422.1482918386
"23","1","8","875",2021-12-01,34243.0867305062,30711.9481109848,37774.2253500275
"23","1","8","875",2022-01-01,34591.040629275,31055.7208207584,38126.3604377915
"23","1","8","875",2022-02-01,34938.9945280438,31399.4357066034,38478.5533494842
"23","1","8","875",2022-03-01,35286.9484268126,31743.0929760194,38830.8038776057
"23","1","8","875",2022-04-01,35634.9023255814,32086.6928383148,39183.111812848
"23","1","8","875",2022-05-01,35982.8562243502,32430.2355045613,39535.4769441391
"23","1","8","875",2022-06-01,36330.810123119,32773.7211875496,39887.8990586884
"23","1","8","875",2022-07-01,36678.7640218878,33117.1501017443,40240.3779420314
"23","1","8","875",2022-08-01,37026.7179206566,33460.5224632395,40592.9133780738
"23","1","8","875",2022-09-01,37374.6718194254,33803.838489714,40945.5051491368
"23","1","8","875",2022-10-01,37722.6257181942,34147.0984003871,41298.1530360014
"23","1","8","875",2022-11-01,38070.5796169631,34490.3024159735,41650.8568179526
"23","1","8","875",2022-12-01,38418.5335157319,34833.4507586399,42003.6162728238
"23","1","8","875",2023-01-01,38766.4874145007,35176.5436519602,42356.4311770411
"23","1","8","875",2023-02-01,39114.4413132695,35519.5813208719,42709.3013056671
"23","1","8","875",2023-03-01,39462.3952120383,35862.5639916321,43062.2264324445
"23","1","8","875",2023-04-01,39810.3491108071,36205.4918917742,43415.20632984
"23","1","8","875",2023-05-01,40158.3030095759,36548.3652500641,43768.2407690877
"23","1","8","875",2023-06-01,40506.2569083447,36891.1842964575,44121.3295202319
"23","1","8","875",2023-07-01,40854.2108071135,37233.9492620567,44474.4723521704
"23","1","8","875",2023-08-01,41202.1647058823,37576.6603790679,44827.6690326968
"23","1","8","875",2023-09-01,41550.1186046512,37919.317880759,45180.9193285434
"23","1","8","875",2023-10-01,41898.07250342,38261.9220014173,45534.2230054226
"23","1","8","875",2023-11-01,42246.0264021888,38604.4729763079,45887.5798280697
"23","1","8","875",2023-12-01,42593.9803009576,38946.9710416318,46240.9895602834
"23","1","8","875",2024-01-01,42941.9341997264,39289.416434485,46594.4519649678
"23","1","8","875",2024-02-01,43289.8880984952,39631.8093928176,46947.9668041728
"23","1","8","875",2024-03-01,43637.841997264,39974.1501553929,47301.5338391351
"23","1","8","875",2024-04-01,43985.7958960328,40316.4389617477,47655.1528303179
"23","1","8","875",2024-05-01,44333.7497948016,40658.6760521521,48008.8235374512
"23","1","8","875",2024-06-01,44681.7036935704,41000.86166757,48362.5457195709
"23","1","8","875",2024-07-01,45029.6575923393,41342.9960496204,48716.3191350581
"23","1","8","875",2024-08-01,45377.6114911081,41685.0794405382,49070.1435416779
"23","1","8","875",2024-09-01,45725.5653898769,42027.1120831361,49424.0186966176
"23","1","8","875",2024-10-01,46073.5192886457,42369.0942207667,49777.9443565247
"23","1","8","875",2024-11-01,46421.4731874145,42711.0260972849,50131.9202775441
"23","1","8","875",2024-12-01,46769.4270861833,43052.9079570108,50485.9462153558
"23","1","8","875",2025-01-01,47117.3809849521,43394.7400446932,50840.021925211
"23","1","8","875",2025-02-01,47465.3348837209,43736.5226054733,51194.1471619686
"23","1","8","875",2025-03-01,47813.2887824897,44078.2558848485,51548.3216801309
"23","1","8","875",2025-04-01,48161.2426812585,44419.9401286379,51902.5452338792
"23","1","8","875",2025-05-01,48509.1965800274,44761.5755829463,52256.8175771084
"23","1","8","875",2025-06-01,48857.1504787962,45103.1624941308,52611.1384634615
"23","1","8","875",2025-07-01,49205.104377565,45444.7011087661,52965.5076463638
"23","1","8","875",2025-08-01,49553.0582763338,45786.1916736111,53319.9248790565
"23","1","8","875",2025-09-01,49901.0121751026,46127.6344355761,53674.3899146291
"23","1","8","875",2025-10-01,50248.9660738714,46469.0296416898,54028.902506053
"23","1","8","875",2025-11-01,50596.9199726402,46810.3775390677,54383.4624062127
"23","1","8","875",2025-12-01,50944.873871409,47151.6783748798,54738.0693679383
"23","1","8","875",2026-01-01,51292.8277701778,47492.9323963199,55092.7231440357
"23","1","8","875",2026-02-01,51640.7816689466,47834.139850575,55447.4234873183
"23","1","8","875",2026-03-01,51988.7355677154,48175.3009847944,55802.1701506365
"23","1","8","875",2026-04-01,52336.6894664843,48516.416046061,56156.9628869076
"23","1","8","875",2026-05-01,52684.6433652531,48857.4852813611,56511.8014491451
"23","1","8","875",2026-06-01,53032.5972640219,49198.5089375563,56866.6855904875
"23","1","8","875",2026-07-01,53380.5511627907,49539.4872613551,57221.6150642263
"23","1","8","875",2026-08-01,53728.5050615595,49880.4204992848,57576.5896238342
"23","1","8","875",2026-09-01,54076.4589603283,50221.3088976649,57931.6090229918
"23","1","8","875",2026-10-01,54424.4128590971,50562.1527025794,58286.6730156148
"23","1","8","875",2026-11-01,54772.3667578659,50902.9521598516,58641.7813558802
"23","1","8","875",2026-12-01,55120.3206566347,51243.7075150173,58996.9337982522
"23","1","8","875",2027-01-01,55468.2745554036,51584.4190133,59352.1300975071
"23","1","8","875",2027-02-01,55816.2284541724,51925.086899586,59707.3700087587
"23","1","8","875",2027-03-01,56164.1823529412,52265.7114184001,60062.6532874822
"23","1","8","875",2027-04-01,56512.13625171,52606.2928138816,60417.9796895383
"23","1","8","875",2027-05-01,56860.0901504788,52946.8313297611,60773.3489711964
"23","1","8","875",2027-06-01,57208.0440492476,53287.3272093375,61128.7608891577
"23","1","8","875",2027-07-01,57555.9979480164,53627.7806954554,61484.2152005774
"23","1","8","875",2027-08-01,57903.9518467852,53968.1920304838,61839.7116630866
"23","1","8","875",2027-09-01,58251.905745554,54308.5614562938,62195.2500348142
"23","1","8","875",2027-10-01,58599.8596443228,54648.8892142384,62550.8300744072
"23","1","8","875",2027-11-01,58947.8135430916,54989.1755451314,62906.4515410519
"23","1","8","875",2027-12-01,59295.7674418605,55329.4206892278,63262.1141944932
"23","1","8","875",2028-01-01,59643.7213406293,55669.6248862037,63617.8177950549
"23","1","8","875",2028-02-01,59991.6752393981,56009.7883751378,63973.5621036584
"23","1","8","875",2028-03-01,60339.6291381669,56349.9113944923,64329.3468818415
"23","1","8","875",2028-04-01,60687.5830369357,56689.9941820948,64685.1718917765
"23","1","8","875",2028-05-01,61035.5369357045,57030.0369751208,65041.0368962882
"23","1","8","875",2028-06-01,61383.4908344733,57370.0400100758,65396.9416588708
"23","1","8","875",2028-07-01,61731.4447332421,57710.0035227791,65752.8859437052
"23","1","8","875",2028-08-01,62079.3986320109,58049.9277483469,66108.869515675
"23","1","8","875",2028-09-01,62427.3525307797,58389.8129211765,66464.892140383
"23","1","8","875",2028-10-01,62775.3064295486,58729.6592749309,66820.9535841662
"23","1","8","875",2028-11-01,63123.2603283174,59069.4670425232,67177.0536141115
"23","1","8","875",2028-12-01,63471.2142270862,59409.2364561024,67533.1919980699
"23","1","8","875",2029-01-01,63819.168125855,59748.9677470389,67889.3685046711
"23","1","8","875",2029-02-01,64167.1220246238,60088.6611459104,68245.5829033372
"23","1","8","875",2029-03-01,64515.0759233926,60428.3168824887,68601.8349642965
"23","1","8","875",2029-04-01,64863.0298221614,60767.9351857267,68958.1244585961
"23","1","8","875",2029-05-01,65210.9837209302,61107.5162837455,69314.4511581149
"23","1","8","875",2029-06-01,65558.937619699,61447.0604038223,69670.8148355758
"23","1","8","875",2029-07-01,65906.8915184678,61786.5677723782,70027.2152645575
"23","1","8","875",2029-08-01,66254.8454172366,62126.0386149671,70383.6522195062
"23","1","8","875",2029-09-01,66602.7993160055,62465.4731562646,70740.1254757463
"23","1","8","875",2029-10-01,66950.7532147743,62804.8716200567,71096.6348094919
"23","1","8","875",2029-11-01,67298.7071135431,63144.2342292301,71453.1799978561
"23","1","8","875",2029-12-01,67646.6610123119,63483.5612057616,71809.7608188622
"23","1","8","875",2030-01-01,67994.6149110807,63822.852770709,72166.3770514523
"23","1","8","875",2030-02-01,68342.5688098495,64162.1091442015,72523.0284754976
"23","1","8","875",2030-03-01,68690.5227086183,64501.3305454305,72879.7148718062
"23","1","8","875",2030-04-01,69038.4766073871,64840.5171926415,73236.4360221328
"23","1","8","875",2030-05-01,69386.4305061559,65179.6693031256,73593.1917091863
"23","1","8","875",2030-06-01,69734.3844049247,65518.7870932116,73949.9817166379
"23","1","8","875",2030-07-01,70082.3383036936,65857.8707782582,74306.8058291289
"11","4","15","878",2020-01-01,17168.1403361345,16462.0604536891,17874.2202185798
"11","4","15","878",2020-02-01,17241.1996873168,16534.5472302004,17947.8521444332
"11","4","15","878",2020-03-01,17314.2590384991,16607.0213237349,18021.4967532633
"11","4","15","878",2020-04-01,17387.3183896815,16679.4827657525,18095.1540136104
"11","4","15","878",2020-05-01,17460.3777408638,16751.9315882858,18168.8238934418
"11","4","15","878",2020-06-01,17533.4370920461,16824.3678239319,18242.5063601603
"11","4","15","878",2020-07-01,17606.4964432285,16896.7915058445,18316.2013806124
"11","4","15","878",2020-08-01,17679.5557944108,16969.2026677252,18389.9089210964
"11","4","15","878",2020-09-01,17752.6151455931,17041.6013438153,18463.6289473709
"11","4","15","878",2020-10-01,17825.6744967755,17113.9875688874,18537.3614246636
"11","4","15","878",2020-11-01,17898.7338479578,17186.3613782365,18611.1063176791
"11","4","15","878",2020-12-01,17971.7931991401,17258.722807672,18684.8635906082
"11","4","15","878",2021-01-01,18044.8525503225,17331.0718935084,18758.6332071365
"11","4","15","878",2021-02-01,18117.9119015048,17403.4086725568,18832.4151304527
"11","4","15","878",2021-03-01,18190.9712526871,17475.7331821163,18906.209323258
"11","4","15","878",2021-04-01,18264.0306038695,17548.0454599646,18980.0157477743
"11","4","15","878",2021-05-01,18337.0899550518,17620.3455443497,19053.8343657539
"11","4","15","878",2021-06-01,18410.1493062341,17692.6334739804,19127.6651384878
"11","4","15","878",2021-07-01,18483.2086574165,17764.9092880179,19201.508026815
"11","4","15","878",2021-08-01,18556.2680085988,17837.173026066,19275.3629911316
"11","4","15","878",2021-09-01,18629.3273597811,17909.4247281628,19349.2299913994
"11","4","15","878",2021-10-01,18702.3867109635,17981.6644347712,19423.1089871557
"11","4","15","878",2021-11-01,18775.4460621458,18053.8921867697,19496.9999375219
"11","4","15","878",2021-12-01,18848.5054133281,18126.1080254435,19570.9028012128
"11","4","15","878",2022-01-01,18921.5647645105,18198.3119924753,19644.8175365456
"11","4","15","878",2022-02-01,18994.6241156928,18270.5041299361,19718.7441014495
"11","4","15","878",2022-03-01,19067.6834668751,18342.684480276,19792.6824534742
"11","4","15","878",2022-04-01,19140.7428180575,18414.8530863152,19866.6325497997
"11","4","15","878",2022-05-01,19213.8021692398,18487.0099912345,19940.5943472451
"11","4","15","878",2022-06-01,19286.8615204221,18559.1552385664,20014.5678022778
"11","4","15","878",2022-07-01,19359.9208716045,18631.288872186,20088.5528710229
"11","4","15","878",2022-08-01,19432.9802227868,18703.4109363016,20162.5495092719
"11","4","15","878",2022-09-01,19506.0395739691,18775.5214754458,20236.5576724925
"11","4","15","878",2022-10-01,19579.0989251515,18847.6205344662,20310.5773158368
"11","4","15","878",2022-11-01,19652.1582763338,18919.7081585164,20384.6083941512
"11","4","15","878",2022-12-01,19725.2176275161,18991.7843930472,20458.650861985
"11","4","15","878",2023-01-01,19798.2769786985,19063.8492837971,20532.7046735998
"11","4","15","878",2023-02-01,19871.3363298808,19135.9028767837,20606.7697829779
"11","4","15","878",2023-03-01,19944.3956810631,19207.9452182944,20680.8461438319
"11","4","15","878",2023-04-01,20017.4550322455,19279.9763548778,20754.9337096132
"11","4","15","878",2023-05-01,20090.5143834278,19351.9963333346,20829.032433521
"11","4","15","878",2023-06-01,20163.5737346101,19424.0052007091,20903.1422685112
"11","4","15","878",2023-07-01,20236.6330857925,19496.0030042798,20977.2631673051
"11","4","15","878",2023-08-01,20309.6924369748,19567.9897915515,21051.3950823981
"11","4","15","878",2023-09-01,20382.7517881571,19639.9656102458,21125.5379660685
"11","4","15","878",2023-10-01,20455.8111393395,19711.9305082929,21199.691770386
"11","4","15","878",2023-11-01,20528.8704905218,19783.8845338234,21273.8564472202
"11","4","15","878",2023-12-01,20601.9298417041,19855.8277351589,21348.0319482494
"11","4","15","878",2024-01-01,20674.9891928865,19927.7601608043,21422.2182249686
"11","4","15","878",2024-02-01,20748.0485440688,19999.6818594394,21496.4152286982
"11","4","15","878",2024-03-01,20821.1078952511,20071.59287991,21570.6229105922
"11","4","15","878",2024-04-01,20894.1672464335,20143.4932712205,21644.8412216464
"11","4","15","878",2024-05-01,20967.2265976158,20215.383082525,21719.0701127065
"11","4","15","878",2024-06-01,21040.2859487981,20287.2623631199,21793.3095344764
"11","4","15","878",2024-07-01,21113.3452999805,20359.1311624352,21867.5594375257
"11","4","15","878",2024-08-01,21186.4046511628,20430.9895300273,21941.8197722983
"11","4","15","878",2024-09-01,21259.4640023451,20502.8375155704,22016.0904891198
"11","4","15","878",2024-10-01,21332.5233535275,20574.6751688496,22090.3715382054
"11","4","15","878",2024-11-01,21405.5827047098,20646.5025397523,22164.6628696673
"11","4","15","878",2024-12-01,21478.6420558921,20718.3196782615,22238.9644335227
"11","4","15","878",2025-01-01,21551.7014070745,20790.1266344477,22313.2761797012
"11","4","15","878",2025-02-01,21624.7607582568,20861.9234584615,22387.598058052
"11","4","15","878",2025-03-01,21697.8201094391,20933.7102005268,22461.9300183515
"11","4","15","878",2025-04-01,21770.8794606215,21005.4869109328,22536.2720103101
"11","4","15","878",2025-05-01,21843.9388118038,21077.2536400276,22610.6239835799
"11","4","15","878",2025-06-01,21916.9981629861,21149.0104382107,22684.9858877615
"11","4","15","878",2025-07-01,21990.0575141685,21220.7573559262,22759.3576724108
"11","4","15","878",2025-08-01,22063.1168653508,21292.4944436556,22833.739287046
"11","4","15","878",2025-09-01,22136.1762165331,21364.2217519118,22908.1306811544
"11","4","15","878",2025-10-01,22209.2355677155,21435.9393312318,22982.5318041991
"11","4","15","878",2025-11-01,22282.2949188978,21507.64723217,23056.9426056256
"11","4","15","878",2025-12-01,22355.3542700801,21579.3455052925,23131.3630348678
"11","4","15","878",2026-01-01,22428.4136212625,21651.0342011699,23205.793041355
"11","4","15","878",2026-02-01,22501.4729724448,21722.7133703714,23280.2325745181
"11","4","15","878",2026-03-01,22574.5323236271,21794.3830634588,23354.6815837954
"11","4","15","878",2026-04-01,22647.5916748095,21866.04333098,23429.1400186389
"11","4","15","878",2026-05-01,22720.6510259918,21937.6942234633,23503.6078285203
"11","4","15","878",2026-06-01,22793.7103771741,22009.3357914114,23578.0849629369
"11","4","15","878",2026-07-01,22866.7697283565,22080.9680852957,23652.5713714172
"11","4","15","878",2026-08-01,22939.8290795388,22152.5911555506,23727.067003527
"11","4","15","878",2026-09-01,23012.8884307211,22224.2050525679,23801.5718088744
"11","4","15","878",2026-10-01,23085.9477819035,22295.8098266913,23876.0857371157
"11","4","15","878",2026-11-01,23159.0071330858,22367.405528211,23950.6087379606
"11","4","15","878",2026-12-01,23232.0664842681,22438.9922073587,24025.1407611776
"11","4","15","878",2027-01-01,23305.1258354505,22510.5699143019,24099.681756599
"11","4","15","878",2027-02-01,23378.1851866328,22582.1386991393,24174.2316741263
"11","4","15","878",2027-03-01,23451.2445378151,22653.6986118955,24248.7904637348
"11","4","15","878",2027-04-01,23524.3038889975,22725.2497025163,24323.3580754786
"11","4","15","878",2027-05-01,23597.3632401798,22796.7920208641,24397.9344594955
"11","4","15","878",2027-06-01,23670.4225913621,22868.3256167125,24472.5195660118
"11","4","15","878",2027-07-01,23743.4819425445,22939.8505397427,24547.1133453463
"11","4","15","878",2027-08-01,23816.5412937268,23011.3668395381,24621.7157479155
"11","4","15","878",2027-09-01,23889.6006449091,23082.8745655807,24696.3267242375
"11","4","15","878",2027-10-01,23962.6599960915,23154.3737672463,24770.9462249367
"11","4","15","878",2027-11-01,24035.7193472738,23225.8644938002,24845.5742007474
"11","4","15","878",2027-12-01,24108.7786984561,23297.3467943937,24920.2106025186
"11","4","15","878",2028-01-01,24181.8380496385,23368.8207180595,24994.8553812175
"11","4","15","878",2028-02-01,24254.8974008208,23440.2863137081,25069.5084879335
"11","4","15","878",2028-03-01,24327.9567520031,23511.7436301239,25144.1698738823
"11","4","15","878",2028-04-01,24401.0161031855,23583.1927159616,25218.8394904093
"11","4","15","878",2028-05-01,24474.0754543678,23654.6336197422,25293.5172889934
"11","4","15","878",2028-06-01,24547.1348055501,23726.0663898499,25368.2032212504
"11","4","15","878",2028-07-01,24620.1941567325,23797.4910745283,25442.8972389366
"11","4","15","878",2028-08-01,24693.2535079148,23868.9077218774,25517.5992939522
"11","4","15","878",2028-09-01,24766.3128590971,23940.31637985,25592.3093383443
"11","4","15","878",2028-10-01,24839.3722102795,24011.7170962486,25667.0273243104
"11","4","15","878",2028-11-01,24912.4315614618,24083.1099187224,25741.7532042012
"11","4","15","878",2028-12-01,24985.4909126441,24154.4948947642,25816.4869305241
"11","4","15","878",2029-01-01,25058.5502638265,24225.8720717076,25891.2284559453
"11","4","15","878",2029-02-01,25131.6096150088,24297.2414967241,25965.9777332935
"11","4","15","878",2029-03-01,25204.6689661911,24368.6032168201,26040.7347155622
"11","4","15","878",2029-04-01,25277.7283173735,24439.9572788346,26115.4993559123
"11","4","15","878",2029-05-01,25350.7876685558,24511.3037294365,26190.2716076751
"11","4","15","878",2029-06-01,25423.8470197381,24582.6426151219,26265.0514243544
"11","4","15","878",2029-07-01,25496.9063709205,24653.9739822118,26339.8387596291
"11","4","15","878",2029-08-01,25569.9657221028,24725.29787685,26414.6335673556
"11","4","15","878",2029-09-01,25643.0250732851,24796.6143450003,26489.43580157
"11","4","15","878",2029-10-01,25716.0844244675,24867.9234324447,26564.2454164902
"11","4","15","878",2029-11-01,25789.1437756498,24939.2251847811,26639.0623665184
"11","4","15","878",2029-12-01,25862.2031268321,25010.5196474215,26713.8866062427
"11","4","15","878",2030-01-01,25935.2624780145,25081.8068655896,26788.7180904393
"11","4","15","878",2030-02-01,26008.3218291968,25153.0868843192,26863.5567740744
"11","4","15","878",2030-03-01,26081.3811803791,25224.3597484524,26938.4026123058
"11","4","15","878",2030-04-01,26154.4405315615,25295.6255026377,27013.2555604852
"11","4","15","878",2030-05-01,26227.4998827438,25366.8841913282,27088.1155741594
"11","4","15","878",2030-06-01,26300.5592339261,25438.1358587803,27162.9826090719
"11","4","15","878",2030-07-01,26373.6185851085,25509.380549052,27237.8566211649
"8","6","19","895",2020-01-01,19082.4260504202,18532.0999115957,19632.7521892446
"8","6","19","895",2020-02-01,19233.7809654094,18683.0085558219,19784.5533749969
"8","6","19","895",2020-03-01,19385.1358803987,18833.9073148017,19936.3644459956
"8","6","19","895",2020-04-01,19536.4907953879,18984.7962130552,20088.1853777206
"8","6","19","895",2020-05-01,19687.8457103772,19135.675275549,20240.0161452054
"8","6","19","895",2020-06-01,19839.2006253664,19286.5445276896,20391.8567230433
"8","6","19","895",2020-07-01,19990.5555403557,19437.4039953173,20543.707085394
"8","6","19","895",2020-08-01,20141.9104553449,19588.2537046996,20695.5672059903
"8","6","19","895",2020-09-01,20293.2653703342,19739.0936825244,20847.437058144
"8","6","19","895",2020-10-01,20444.6202853234,19889.9239558939,20999.316614753
"8","6","19","895",2020-11-01,20595.9752003127,20040.7445523174,21151.2058483079
"8","6","19","895",2020-12-01,20747.3301153019,20191.5554997052,21303.1047308987
"8","6","19","895",2021-01-01,20898.6850302912,20342.356826361,21455.0132342214
"8","6","19","895",2021-02-01,21050.0399452804,20493.148560976,21606.9313295849
"8","6","19","895",2021-03-01,21201.3948602697,20643.9307326213,21758.8589879181
"8","6","19","895",2021-04-01,21352.7497752589,20794.7033707414,21910.7961797765
"8","6","19","895",2021-05-01,21504.1046902482,20945.4665051471,22062.7428753493
"8","6","19","895",2021-06-01,21655.4596052374,21096.2201660085,22214.6990444664
"8","6","19","895",2021-07-01,21806.8145202267,21246.9643838482,22366.6646566052
"8","6","19","895",2021-08-01,21958.169435216,21397.6991895339,22518.639680898
"8","6","19","895",2021-09-01,22109.5243502052,21548.4246142717,22670.6240861387
"8","6","19","895",2021-10-01,22260.8792651945,21699.1406895987,22822.6178407902
"8","6","19","895",2021-11-01,22412.2341801837,21849.8474473762,22974.6209129912
"8","6","19","895",2021-12-01,22563.589095173,22000.5449197822,23126.6332705637
"8","6","19","895",2022-01-01,22714.9440101622,22151.2331393047,23278.6548810197
"8","6","19","895",2022-02-01,22866.2989251515,22301.9121387344,23430.6857115686
"8","6","19","895",2022-03-01,23017.6538401407,22452.5819511571,23582.7257291243
"8","6","19","895",2022-04-01,23169.00875513,22603.2426099475,23734.7749003125
"8","6","19","895",2022-05-01,23320.3636701192,22753.894148761,23886.8331914774
"8","6","19","895",2022-06-01,23471.7185851085,22904.5366015276,24038.9005686894
"8","6","19","895",2022-07-01,23623.0735000977,23055.1700024437,24190.9769977518
"8","6","19","895",2022-08-01,23774.428415087,23205.7943859658,24343.0624442081
"8","6","19","895",2022-09-01,23925.7833300762,23356.4097868032,24495.1568733493
"8","6","19","895",2022-10-01,24077.1382450655,23507.0162399104,24647.2602502205
"8","6","19","895",2022-11-01,24228.4931600547,23657.6137804809,24799.3725396285
"8","6","19","895",2022-12-01,24379.848075044,23808.2024439393,24951.4937061487
"8","6","19","895",2023-01-01,24531.2029900332,23958.7822659347,25103.6237141318
"8","6","19","895",2023-02-01,24682.5579050225,24109.3532823336,25255.7625277113
"8","6","19","895",2023-03-01,24833.9128200117,24259.9155292132,25407.9101108103
"8","6","19","895",2023-04-01,24985.267735001,24410.4690428536,25560.0664271483
"8","6","19","895",2023-05-01,25136.6226499902,24561.0138597322,25712.2314402483
"8","6","19","895",2023-06-01,25287.9775649795,24711.5500165153,25864.4051134436
"8","6","19","895",2023-07-01,25439.3324799687,24862.0775500528,26016.5874098847
"8","6","19","895",2023-08-01,25590.687394958,25012.59649737,26168.778292546
"8","6","19","895",2023-09-01,25742.0423099472,25163.1068956618,26320.9777242327
"8","6","19","895",2023-10-01,25893.3972249365,25313.6087822856,26473.1856675874
"8","6","19","895",2023-11-01,26044.7521399257,25464.1021947547,26625.4020850968
"8","6","19","895",2023-12-01,26196.107054915,25614.5871707316,26777.6269390984
"8","6","19","895",2024-01-01,26347.4619699042,25765.0637480216,26929.8601917869
"8","6","19","895",2024-02-01,26498.8168848935,25915.531964566,27082.101805221
"8","6","19","895",2024-03-01,26650.1717998827,26065.9918584361,27234.3517413294
"8","6","19","895",2024-04-01,26801.526714872,26216.4434678261,27386.6099619179
"8","6","19","895",2024-05-01,26952.8816298612,26366.8868310474,27538.8764286751
"8","6","19","895",2024-06-01,27104.2365448505,26517.321986522,27691.151103179
"8","6","19","895",2024-07-01,27255.5914598398,26667.7489727764,27843.4339469031
"8","6","19","895",2024-08-01,27406.946374829,26818.1678284351,27995.7249212229
"8","6","19","895",2024-09-01,27558.3012898183,26968.578592215,28148.0239874215
"8","6","19","895",2024-10-01,27709.6562048075,27118.9813029189,28300.3311066961
"8","6","19","895",2024-11-01,27861.0111197968,27269.3759994298,28452.6462401637
"8","6","19","895",2024-12-01,28012.366034786,27419.7627207047,28604.9693488673
"8","6","19","895",2025-01-01,28163.7209497753,27570.1415057692,28757.3003937813
"8","6","19","895",2025-02-01,28315.0758647645,27720.5123937112,28909.6393358178
"8","6","19","895",2025-03-01,28466.4307797538,27870.8754236758,29061.9861358317
"8","6","19","895",2025-04-01,28617.785694743,28021.2306348589,29214.3407546271
"8","6","19","895",2025-05-01,28769.1406097323,28171.5780665024,29366.7031529622
"8","6","19","895",2025-06-01,28920.4955247215,28321.917757888,29519.073291555
